Oc,media_erro,var_erro,desvio_padrao_erro
0,6.154553512881383e-05,1364.8820568190092,36.94431020900254
10,-0.14861876991677384,398396.5064319492,631.1865860678197
20,0.26865636365220585,755458.6737532301,869.1712568609423
30,0.37922049084508297,1064161.9497510516,1031.5822554459976
40,0.3276933184525735,1333711.8182005116,1154.8644155053491
50,0.3757536003033572,1561015.296881223,1249.405977607448
60,0.49584690408833876,1761497.7581794555,1327.2142849515506
70,0.21007850336667483,1921131.721855627,1386.0489608436012
80,0.4271491978668562,2037015.482626073,1427.2405132373706
90,0.2288494528801214,2107100.175516546,1451.585400696957
100,0.2046374559751871,2137798.447464329,1462.121215038045
