n_ocupacao,media_EME,var_EME,DP_EME
0,3.1537783847042205e-05,1.387887465686829e-05,0.0037254361700166452
10,0.004758642736231133,0.9369070721971496,0.9679396015233335
20,0.1364490466862068,1.7753770146980963,1.3324327430298673
30,0.25053029531908033,3.1502684452549277,1.7748995592018517
40,0.30246911824099654,4.097511527903158,2.0242310954787643
50,0.38948042910935454,6.125401337646779,2.4749548152737617
60,0.4983258601998934,6.335505871228423,2.517043080924207
70,0.4463875573734952,7.324754802094169,2.7064284217570154
80,0.5183416606283527,7.398738423384382,2.720062209469552
90,0.5573038311539724,9.534546772051284,3.0878061422393865
100,0.48917229973583776,10.455303487045569,3.2334661722438924
